"Revelação de Jesus Cristo, que Deus lhe deu para mostrar aos seus servos as coisas que brevemente devem acontecer; e, enviando-as pelo seu anjo, as __________ a seu servo João; (Apocalipse)","notificou","['ROOT']"
"Eis que vem com as nuvens, e todo olho o __________, até mesmo aqueles que o traspassaram; (Apocalipse)","verá","['ROOT']"
"Eis __________ das sete estrelas, que viste na minha destra, e dos sete candeeiros de ouro: as estrelas são os anjos das sete igrejas, e os sete candeeiros são as sete igrejas. (Apocalipse)","o mistério","['det', 'ROOT']"
"Lembra-te, pois, __________, e arrepende-te, e pratica as primeiras obras; (Apocalipse)","donde caíste","['advmod', 'ccomp']"
"Quem tem ouvidos, __________ o que o Espírito diz às igrejas. (Apocalipse)","ouça","['ROOT']"
"Ao que vencer, __________-ei a comer da árvore da vida, que está no paraíso de Deus. (Apocalipse)","dar-lhe","['ROOT']"
"Eis que o Diabo está para __________ alguns de vós na prisão, para que sejais provados; e tereis uma tribulação de dez dias. (Apocalipse)","lançar","['ROOT']"
"Sê __________ até a morte, e dar-te-ei a coroa da vida. (Apocalipse)","fiel","['ROOT']"
"Quem tem ouvidos, __________ o que o Espírito diz às igrejas. (Apocalipse)","ouça","['ROOT']"
"O que vencer, de modo algum __________ da segunda morte. (Apocalipse)","sofrerá o dado","['aux', 'det', 'ROOT']"
"Sei onde habitas, que é onde está __________ de Satanás; (Apocalipse)","o trono","['det', 'ccomp']"
"Quem tem ouvidos, __________ o que o Espírito diz às igrejas. (Apocalipse)","ouça","['ROOT']"
"Ao que vencer darei do maná escondido, e lhe __________ uma pedra branca, e na pedra um novo nome escrito, o qual ninguém conhece senão aquele que o recebe. (Apocalipse)","darei","['ROOT']"
"Conheço as tuas obras, e o teu amor, e a tua fé, e o teu serviço, e a tua perseverança, e sei que as tuas últimas obras são __________ que as primeiras. (Apocalipse)","mais numerosas","['advmod', 'ccomp']"
"Mas __________ contra ti que toleras a mulher Jezabel, que se diz profetisa; (Apocalipse)","tenho","['ROOT']"
"Ao que vencer, e ao que guardar as minhas obras até o fim, eu lhe __________ autoridade sobre as nações, e com vara de ferro as regerá, quebrando-as do modo como são quebrados os vasos do oleiro, assim como eu recebi autoridade de meu Pai; (Apocalipse)","darei","['ROOT']"
"Quem tem ouvidos, __________ o que o Espírito dia às igrejas. (Apocalipse)","ouça","['ROOT']"
"Sê vigilante, e confirma o restante, que estava para __________; (Apocalipse)","morrer","['ccomp']"
"Pois se não vigiares, virei como um ladrão, e não saberás a que hora sobre ti __________. (Apocalipse)","virei","['ROOT']"
"Mas __________ em Sardes algumas pessoas que não contaminaram as suas vestes e comigo andarão vestidas de branco, porquanto são dignas. (Apocalipse)","também tens","['advmod', 'ROOT']"
"O que vencer será __________ de vestes brancas, e de maneira nenhuma riscarei o seu nome do livro da vida; (Apocalipse)","assim vestido","['advmod', 'ROOT']"
"Quem tem ouvidos, __________ o que o espírito diz às igrejas. (Apocalipse)","ouça","['ROOT']"
"Conheço as tuas obras (eis que tenho posto diante de ti uma porta aberta, que ninguém pode fechar), que tens pouca força, __________ a minha palavra e não negaste o meu nome. (Apocalipse)","entretanto guardaste","['advmod', 'ROOT']"
"Eis que __________ aos da sinagoga de Satanás, aos que se dizem judeus, e não o são, mas mentem, eis que farei que venham, e adorem prostrados aos teus pés, e saibam que eu te amo. (Apocalipse)","farei","['ROOT']"
"Porquanto __________ a palavra da minha perseverança, também eu te guardarei da hora da provação que há de vir sobre o mundo inteiro, para pôr à prova os que habitam sobre a terra. (Apocalipse)","guardaste","['ROOT']"
"A quem vencer, eu __________ do meu Deus, donde jamais sairá; e escreverei sobre ele o nome do meu Deus, e o nome da cidade do meu Deus, a nova Jerusalém, que desce do céu, da parte do meu Deus, e também o meu novo nome. (Apocalipse)","o farei coluna no templo","['det', 'ROOT', 'amod', 'amod', 'amod']"
"Quem tem ouvidos, __________ o que o Espírito diz às igrejas. (Apocalipse)","ouça","['ROOT']"
"Eis que estou à porta e bato; se alguém __________ a minha voz, e abrir a porta, entrarei em sua casa, e com ele cearei, e ele comigo. (Apocalipse)","ouvir","['ROOT']"
"Ao que vencer, eu lhe concederei que se __________ no meu trono. (Apocalipse)","assente comigo","['advmod', 'ccomp']"
"Quem tem ouvidos, __________ o que o Espírito diz às igrejas. (Apocalipse)","ouça","['ROOT']"
"Imediatamente fui __________ em espírito, e eis que um trono estava posto no céu, e um assentado sobre o trono; (Apocalipse)","arrebatado","['ROOT']"
"E do trono __________ relâmpagos, e vozes, e trovões; e diante do trono ardiam sete lâmpadas de fogo, as quais são os sete espíritos de Deus; (Apocalipse)","saíam","['ROOT']"
"Os quatro seres viventes tinham, cada um, seis asas, e ao redor e por dentro estavam cheios de olhos; e não têm descanso nem de noite, dizendo: Santo, Santo, Santo é __________ Deus, o Todo-Poderoso, aquele que era, e que é, e que há de vir. (Apocalipse)","o Senhor","['det', 'ROOT']"
"E, sempre que os seres viventes __________ glória e honra e ações de graças ao que estava assentado sobre o trono, ao que vive pelos séculos dos séculos, os vinte e quatro anciãos prostravam-se diante do que estava assentado sobre o trono, e adoravam ao que vive pelos séculos dos séculos; (Apocalipse)","davam","['ROOT']"
"Vi na __________ do que estava assentado sobre o trono um livro escrito por dentro e por fora, bem selado com sete selos. (Apocalipse)","destra","['ROOT']"
"Quem é __________ de abrir o livro e de romper os seus selos? (Apocalipse)","digno","['ROOT']"
"E eu __________, porque não fora achado ninguém digno de abrir o livro nem de olhar para ele. (Apocalipse)","chorava muito","['ROOT', 'advmod']"
"E veio e tomou o livro da destra do que estava __________ sobre o trono. (Apocalipse)","assentado","['ccomp']"
"Logo que tomou o livro, os quatro seres viventes e os vinte e quatro anciãos __________ diante do Cordeiro, tendo cada um deles uma harpa e taças de ouro cheias de incenso, que são as orações dos santos. (Apocalipse)","prostraram-se","['ROOT']"
"E __________ um cântico novo, dizendo: Digno és de tomar o livro, e de abrir os seus selos; (Apocalipse)","cantavam","['ROOT']"
"E __________, e vi a voz de muitos anjos ao redor do trono e dos seres viventes e dos anciãos; (Apocalipse)","olhei","['ROOT']"
"Ao que está __________ sobre o trono, e ao Cordeiro, seja o louvor, e a honra, e a glória, e o domínio pelos séculos dos séculos: e os quatro seres viventes diziam: Amém. (Apocalipse)","assentado","['csubj']"
"E __________, e eis um cavalo amarelo, e o que estava montado nele chamava-se Morte; e o inferno seguia com ele; e foi-lhe dada autoridade sobre a quarta parte da terra, para matar com a espada, e com a fome, e com a peste, e com as feras da terra. (Apocalipse)","olhei","['ROOT']"
"Quando abriu o quinto selo, __________ do altar as almas dos que tinham sido mortos por causa da palavra de Deus e por causa do testemunho que deram. (Apocalipse)","vi debaixo","['ROOT', 'advmod']"
"Até __________, ó Soberano, santo e verdadeiro, não julgas e vingas o nosso sangue dos que habitam sobre a terra?. (Apocalipse)","quando","['ROOT']"
"E foram dadas a cada um deles compridas vestes brancas e foi-lhes dito que __________ por um pouco de tempo, até que se completasse o número de seus conservos, que haviam de ser mortos, como também eles o foram. (Apocalipse)","repousassem ainda","['ccomp', 'advmod']"
"E vi __________ o sexto selo, e houve um grande terremoto; (Apocalipse)","quando abriu","['advmod', 'ccomp']"
"E os reis da terra, e os grandes, e os chefes militares, e os ricos, e os poderosos, e todo escravo, e todo livre, __________ nas cavernas e nas rochas das montanhas; (Apocalipse)","se esconderam","['expl', 'ROOT']"
"Depois destas coisas olhei, e eis uma grande multidão, que ninguém podia contar, de todas as nações, tribos, povos e línguas, que estavam em pé diante do trono e em presença do Cordeiro, trajando compridas vestes brancas, e com palmas nas mãos; e __________ com grande voz: Salvação ao nosso Deus, que está assentado sobre o trono, e ao Cordeiro. (Apocalipse)","clamavam","['ROOT']"
"Por isso estão __________ do trono de Deus, e o servem de dia e de noite no seu santuário; (Apocalipse)","diante","['ROOT']"
"Quando abriu o sétimo selo, __________ silêncio no céu, quase por meia hora. (Apocalipse)","fez-se","['ROOT']"
"Veio outro __________, e pôs-se junto ao altar, tendo um incensário de ouro; e foi-lhe dado muito incenso, para que o oferecesse com as orações de todos os santos sobre o altar de ouro que está diante do trono. (Apocalipse)","anjo","['ROOT']"
"E da mão do __________ subiu diante de Deus a fumaça do incenso com as orações dos santos. (Apocalipse)","anjo","['ROOT']"
"Depois do __________ tomou o incensário, encheu-o do fogo do altar e o lançou sobre a terra; (Apocalipse)","anjo","['ROOT']"
"Então os sete anjos que tinham as sete trombetas __________ para tocar. (Apocalipse)","prepararam-se","['ROOT']"
"O primeiro __________ tocou a sua trombeta, e houve saraiva e fogo misturado com sangue, que foram lançados na terra; e foi queimada a terça parte da terra, a terça parte das árvores, e toda a erva verde. (Apocalipse)","anjo","['csubj']"
"O segundo anjo __________ a sua trombeta, e foi lançado no mar como que um grande monte ardendo em fogo, e tornou-se em sangue a terça parte do mar. (Apocalipse)","tocou","['ROOT']"
"E __________ a terça parte das criaturas viventes que havia no mar, e foi destruída a terça parte dos navios. (Apocalipse)","morreu","['ROOT']"
"O terceiro __________ tocou a sua trombeta, e caiu do céu uma grande estrela, ardendo como uma tocha, e caiu sobre a terça parte dos rios, e sobre as fontes das águas. (Apocalipse)","anjo","['csubj']"
"O nome da estrela era __________; e a terça parte das águas tornou-se em absinto, e muitos homens morreram das águas, porque se tornaram amargas. (Apocalipse)","Absinto","['ROOT']"
"O quarto __________ tocou a sua trombeta, e foi ferida a terça parte do sol, a terça parte da lua, e a terça parte das estrelas; (Apocalipse)","anjo","['csubj']"
"O quinto __________ tocou a sua trombeta, e vi uma estrela que do céu caíra sobre a terra; (Apocalipse)","anjo","['csubj']"
"E __________ o poço do abismo, e subiu fumaça do poço, como fumaça de uma grande fornalha; (Apocalipse)","abriu","['ROOT']"
"Foi-lhes dito que __________ dano à erva da terra, nem a verdura alguma, nem a árvore alguma, mas somente aos homens que não têm na fronte o selo de Deus. (Apocalipse)","não fizessem","['advmod', 'ccomp']"
"Foi-lhes __________, não que os matassem, mas que por cinco meses os atormentassem. (Apocalipse)","permitido","['ROOT']"
"E o seu tormento era __________ ao tormento do escorpião, quando fere o homem. (Apocalipse)","semelhante","['ROOT']"
"Naqueles dias os homens __________ a morte, e de modo algum a acharão; e desejarão morrer, e a morte fugirá deles. (Apocalipse)","buscarão","['ROOT']"
"A aparência dos gafanhotos era __________ à de cavalos aparelhados para a guerra; (Apocalipse)","semelhante","['ROOT']"
"Tinham sobre si como rei o __________ do abismo, cujo nome em hebraico é Abadom e em grego Apoliom. (Apocalipse)","anjo","['ROOT']"
"E foram __________ os quatro anjos que haviam sido preparados para aquela hora e dia e mês e ano, a fim de matarem a terça parte dos homens. (Apocalipse)","soltos","['ROOT']"
"O número dos exércitos dos cavaleiros era de __________ de miríades; pois ouvi o número deles. (Apocalipse)","duas miríades","['nummod', 'ROOT']"
"Por estas três pragas foi __________ a terça parte dos homens, isto é, pelo fogo, pela fumaça e pelo enxofre, que saíam das suas bocas. (Apocalipse)","morta","['ROOT']"
"Porquanto as suas caudas eram __________ a serpentes, e tinham cabeças, e com elas causavam dano. (Apocalipse)","semelhantes","['ROOT']"
"Os outros homens, que não foram mortos por estas pragas, __________ das obras das suas mãos, para deixarem de adorar aos demônios, e aos ídolos de ouro, de prata, de bronze, de pedra e de madeira, que nem podem ver, nem ouvir, nem andar. (Apocalipse)","não se arrependeram","['advmod', 'expl', 'ROOT']"
"Também __________ dos seus homicídios, nem das suas feitiçarias, nem da sua prostituição, nem dos seus furtos. (Apocalipse)","não se arrependeram","['advmod', 'expl', 'ROOT']"
"A voz que eu do céu tinha ouvido __________ a falar comigo, e disse: Vai, e toma o livro que está aberto na mão do anjo que se acha em pé sobre o mar e sobre a terra. (Apocalipse)","tornou","['ROOT']"
"E __________ com o anjo e lhe pedi que me desse o livrinho. (Apocalipse)","fui ter","['aux', 'ROOT']"
"Levanta-te, __________ o santuário de Deus, e o altar, e os que nele adoram. (Apocalipse)","mede","['ROOT']"
"Mas __________ o átrio que está fora do santuário, e não o meças; (Apocalipse)","deixa","['ROOT']"
"E __________ às minhas duas testemunhas que, vestidas de saco, profetizem por mil duzentos e sessenta dias. (Apocalipse)","concederei","['ROOT']"
"Estas são __________ e os dois candeeiros que estão diante do Senhor da terra. (Apocalipse)","as duas oliveiras","['det', 'nummod', 'ROOT']"
"E, se alguém lhes quiser fazer mal, das suas bocas __________ fogo e devorará os seus inimigos; (Apocalipse)","sairá","['ROOT']"
"E, quando acabarem o seu testemunho, a besta que sobe do abismo lhes __________ guerra e as vencerá e matará. (Apocalipse)","fará","['ROOT']"
"E __________ os seus corpos na praça da grande cidade, que espiritualmente se chama Sodoma e Egito, onde também o seu Senhor foi crucificado. (Apocalipse)","jazerão","['ROOT']"
"Homens de vários povos, e tribos e línguas, e nações __________ os seus corpos por três dias e meio, e não permitirão que sejam sepultados. (Apocalipse)","verão","['ROOT']"
"E os que habitam sobre a terra __________ sobre eles, e se alegrarão; (Apocalipse)","se regozijarão","['expl', 'ROOT']"
"E depois daqueles três dias e meio o espírito de vida, vindo de Deus, __________ neles, e puseram-se sobre seus pés, e caiu grande temor sobre os que os viram. (Apocalipse)","entrou","['ROOT']"
"E __________ uma grande voz do céu, que lhes dizia: Subi para cá. (Apocalipse)","ouviram","['ROOT']"
"E __________ ao céu em uma nuvem; e os seus inimigos os viram. (Apocalipse)","subiram","['ROOT']"
"E naquela hora houve um grande terremoto, e caiu a décima parte da cidade, e no terremoto foram __________ sete mil homens; (Apocalipse)","mortos","['ROOT']"
"O reino do mundo passou a ser de __________ e do seu Cristo, e ele reinará pelos séculos dos séculos. (Apocalipse)","nosso Senhor","['det', 'ROOT']"
"Graças te __________, Senhor Deus Todo-Poderoso, que és, e que eras, porque tens tomado o teu grande poder, e começaste a reinar. (Apocalipse)","damos","['ROOT']"
"E __________ um grande sinal no céu: uma mulher vestida do sol, tendo a lua debaixo dos seus pés, e uma coroa de doze estrelas sobre a sua cabeça. (Apocalipse)","viu-se","['ROOT']"
"E estando grávida, __________ com as dores do parto, sofrendo tormentos para dar à luz. (Apocalipse)","gritava","['ROOT']"
"E a mulher __________ para o deserto, onde já tinha lugar preparado por Deus, para que ali fosse alimentada durante mil duzentos e sessenta dias. (Apocalipse)","fugiu","['ROOT']"
"E o dragão e os seus anjos __________, mas não prevaleceram, nem mais o seu lugar se achou no céu. (Apocalipse)","batalhavam","['ROOT']"
"E foi __________ o grande dragão, a antiga serpente, que se chama o Diabo e Satanás, que engana todo o mundo; (Apocalipse)","precipitado","['ROOT']"
"Agora é __________ a salvação, e o poder, e o reino do nosso Deus, e a autoridade do seu Cristo; (Apocalipse)","chegada","['ROOT']"
"E eles o __________ pelo sangue do Cordeiro e pela palavra do seu testemunho; e não amaram as suas vidas até a morte. (Apocalipse)","venceram","['ROOT']"
"Quando o dragão se viu precipitado na terra, perseguiu a mulher que dera à luz o filho __________. (Apocalipse)","varão","['ccomp']"
"E foram __________ à mulher as duas asas da grande águia, para que voasse para o deserto, ao seu lugar, onde é sustentada por um tempo, e tempos, e metade de um tempo, fora da vista da serpente. (Apocalipse)","dadas","['ROOT']"
"E a __________ da sua boca, atrás da mulher, água como um rio, para fazer que ela fosse arrebatada pela corrente. (Apocalipse)","serpente lançou","['advmod', 'ROOT']"
"A terra, __________ à mulher; e a terra abriu a boca, e tragou o rio que o dragão lançara da sua boca. (Apocalipse)","porém acudiu","['advmod', 'ROOT']"
"E o dragão __________ contra a mulher, e foi fazer guerra aos demais filhos dela, os que guardam os mandamentos de Deus, e mantêm o testemunho de Jesus. (Apocalipse)","irou-se","['ROOT']"
"E a besta que vi era __________ ao leopardo, e os seus pés como os de urso, e a sua boca como a de leão; (Apocalipse)","semelhante","['ROOT']"
"E __________ a boca em blasfêmias contra Deus, para blasfemar do seu nome e do seu tabernáculo e dos que habitam no céu. (Apocalipse)","abriu","['ROOT']"
"Também lhe foi permitido __________ guerra aos santos, e vencê-los; (Apocalipse)","fazer","['csubj']"
"E adorá-la-ão todos os que habitam sobre a terra, esses cujos nomes não estão __________ no livro do Cordeiro que foi morto desde a fundação do mundo. (Apocalipse)","escritos","['ccomp']"
